special_token_size	2
token_size	10506
singleton_size	0
singleton_max_count	1
246	beijing	260
247	members	260
248	added	260
249	trade	260
250	put	260
251	detainees	260
252	russia	259
253	agreed	257
254	conference	255
255	america	255
256	really	255
257	statement	250
258	right	250
259	september	250
260	asked	250
261	possible	250
262	commonwealth	250
263	whether	245
264	space	245
265	same	245
266	defense	245
267	me	245
268	taliban	245
269	need	245
270	future	244
271	high	240
272	action	240
273	percent	240
274	violence	240
275	down	240
276	expressed	239
277	important	237
278	believe	237
279	former	235
280	today	235
281	situation	235
282	three	235
283	here	235
284	gas	235
285	vote	235
286	mdc	230
287	based	230
288	axis	230
289	member	229
290	africa	225
291	good	225
292	prime	225
293	end	224
294	oil	224
295	come	222
296	land	220
297	peace	220
298	department	220
299	several	220
300	held	220
301	qaeda	220
302	organization	219
303	victory	219
304	continue	217
305	march	217
306	economy	215
307	might	215
308	presidential	215
309	group	215
310	hope	212
311	nation	211
312	further	210
313	fact	210
314	argentina	210
315	both	210
316	interests	210
317	agreement	207
318	without	205
319	another	205
320	ministry	205
321	visit	205
322	number	205
323	press	205
324	used	205
325	concern	205
326	little	205
327	use	202
328	russian	202
329	thursday	200
330	yesterday	200
331	already	200
332	measures	200
333	role	200
334	house	200
335	supporters	200
336	environment	197
337	following	195
338	took	195
339	korea	195
340	campaign	195
341	clear	195
342	george	195
343	camp	195
344	law	192
345	day	192
346	return	191
347	far	190
348	become	190
349	among	190
350	efforts	190
351	system	190
352	pakistan	190
353	growth	190
354	companies	190
355	program	190
356	announced	190
357	policies	190
358	april	187
359	coup	186
360	east	185
361	groups	185
362	weapons	185
363	issues	185
364	every	185
365	terrorist	185
366	position	185
367	process	185
368	britain	185
369	cooperation	182
370	region	180
371	place	180
372	fair	180
373	life	180
374	army	180
375	job	180
376	criticism	180
377	went	177
378	despite	175
379	reports	175
380	public	175
381	off	175
382	spokesman	175
383	given	175
384	north	175
385	warming	175
386	rumsfeld	175
387	share	175
388	order	174
389	venezuelan	173
390	too	170
391	harare	170
392	affairs	170
393	information	170
394	main	170
395	gases	170
396	terrorists	170
397	powell	170
398	friday	167
399	billion	165
400	strong	165
401	act	165
402	news	165
403	days	165
404	wednesday	165
405	view	165
406	chief	165
407	give	165
408	areas	165
409	considered	165
410	once	165
411	described	165
412	um	165
413	within	162
414	move	160
415	led	160
416	why	160
417	australia	160
418	ratification	160
419	japanese	160
420	energy	160
421	decided	160
422	convention	160
423	elections	160
424	base	160
425	problem	160
426	observer	160
427	fight	157
428	office	157
429	legitimate	156
430	mission	155
431	monday	155
432	democracy	155
433	set	155
434	bin	155
435	better	155
436	york	155
437	until	155
438	six	155
439	un	155
440	environmental	155
441	month	155
442	plans	155
443	times	155
444	white	155
445	've	155
446	uh	155
447	stock	155
448	wanted	152
449	early	152
450	summit	152
451	island	150
452	business	150
453	sanctions	150
454	earlier	150
455	others	150
456	old	150
457	west	150
458	increase	150
459	result	150
460	air	150
461	british	150
462	poll	150
463	observers	150
464	yeah	150
465	past	147
466	freedom	147
467	middle	145
468	republic	145
469	ever	145
470	analysts	145
471	palestinians	145
472	lead	145
473	great	145
474	western	145
475	always	145
476	taken	145
477	city	145
478	developing	145
479	though	145
480	bank	145
481	recent	145
482	level	145
483	robert	145
484	market	142
485	results	142
486	tuesday	140
487	control	140
488	local	140
489	pentagon	140
490	making	140
491	independence	140
492	accept	140
493	protection	140
494	reduce	140
495	director	140
496	w.	140
497	food	140
498	again	140
499	am	140
500	school	140
501	leadership	137
502	call	137
503	allies	135
504	problems	135
505	certain	135
506	concerned	135
507	saudi	135
508	came	135
509	different	135
510	look	135
511	domestic	135
512	something	135
513	source	135
514	arms	135
515	means	135
516	got	135
517	away	135
518	prices	132
519	agency	130
520	independent	130
521	southern	130
522	head	130
523	having	130
524	consider	130
525	around	130
526	diplomatic	130
527	afp	130
528	home	130
529	governments	130
530	rather	130
531	current	130
532	effect	130
533	allow	130
534	months	130
535	annual	130
536	things	130
537	...	129
538	sunday	127
539	council	127
540	each	127
541	senior	126
542	warned	125
543	asia	125
544	team	125
545	crisis	125
546	wants	125
547	ago	125
548	committed	125
549	offer	125
550	seen	125
551	true	125
552	toward	125
553	deal	125
554	money	125
555	committee	125
556	remarks	125
557	declared	125
558	least	125
559	ratify	125
560	commission	125
561	thought	125
562	cuba	125
563	seek	125
564	concerns	125
565	buy	125
566	never	125
567	'm	125
568	bring	122
569	commitment	122
570	events	121
571	special	121
572	mainland	120
573	few	120
574	instead	120
575	pressure	120
576	talks	120
577	adding	120
578	trying	120
579	police	120
580	close	120
581	itself	120
582	name	120
583	wto	120
584	yet	120
585	november	120
586	sources	120
587	major	120
588	weeks	120
589	whole	120
590	themselves	120
591	sign	120
592	stop	120
593	children	120
594	reported	120
595	necessary	120
596	treatment	120
597	!	120
598	zanu	120
599	pf	120
600	reason	120
601	rejected	120
602	thousands	120
603	clinton	120
604	sales	120
605	saturday	117
606	later	117
607	society	117
608	justice	117
609	able	116
610	deputy	115
611	interest	115
612	case	115
613	working	115
614	destruction	115
615	response	115
616	movement	115
617	hand	115
618	social	115
619	denied	115
620	together	115
621	matter	115
622	find	115
623	expects	115
624	feel	115
625	arab	115
626	remember	115
627	opec	112
628	opinion	110
629	capital	110
630	either	110
631	claims	110
632	area	110
633	recently	110
634	americans	110
635	positive	110
636	keep	110
637	regarding	110
638	geneva	110
639	term	110
640	de	110
641	prevent	110
642	reduction	110
643	health	110
644	provide	110
645	sharon	110
646	civil	110
647	islamic	110
648	serious	110
649	left	110
650	\	110
651	accused	110
652	youth	110
653	hugo	109
654	meet	107
655	taipei	105
656	views	105
657	young	105
658	media	105
659	signed	105
660	noted	105
661	targets	105
662	known	105
663	sense	105
664	ruling	105
665	side	105
666	conditions	105
667	operations	105
668	believes	105
669	attack	105
670	effort	105
671	point	105
672	calling	105
673	evidence	105
674	run	105
675	mass	105
676	goal	105
677	mbeki	105
678	quarter	105
679	therefore	104
680	failed	104
681	ministers	102
682	immediately	101
683	less	100
684	needs	100
685	along	100
686	authorities	100
687	investment	100
688	likely	100
689	mr	100
690	man	100
691	full	100
692	illegal	100
693	agreements	100
694	center	100
695	nothing	100
696	federal	100
697	john	100
698	message	100
699	particularly	100
700	large	100
701	open	100
702	moscow	100
703	coalition	100
704	taking	100
705	financial	100
706	chairman	100
707	issued	100
708	stressed	100
709	cut	100
710	respect	100
711	question	100
712	follow	100
713	station	100
714	seeking	100
715	zimbabwean	100
716	blair	100
717	tang	100
718	rule	97
719	due	97
720	central	97
721	enough	97
722	words	97
723	services	96
724	ask	95
725	received	95
726	believed	95
727	family	95
728	stand	95
729	sadc	95
730	regional	95
731	terror	95
732	soon	95
733	occupation	95
734	everything	95
735	service	95
736	across	95
737	koizumi	95
738	poor	95
739	course	95
740	planned	95
741	real	95
742	lawyers	95
743	refused	95
744	calls	95
745	stability	95
746	canada	95
747	supported	95
748	brazil	95
749	europe	95
750	especially	95
751	play	95
752	february	95
753	towards	95
754	voting	95
755	s	95
756	arafat	95
757	event	95
758	getting	95
759	mean	95
760	happy	95
761	regime	90
762	possibility	90
763	parties	90
764	final	90
765	five	90
766	congress	90
767	face	90
768	lot	90
769	serve	90
770	activities	90
771	understand	90
772	ties	90
773	religious	90
774	majority	90
775	third	90
776	alternative	90
777	hard	90
778	pay	90
779	fund	90
780	legal	90
781	proposed	90
782	rural	90
783	electoral	90
784	care	90
785	sale	90
786	goodwill	90
787	whose	87
788	condemned	87
789	putin	87
790	ahead	87
791	french	85
792	firm	85
793	opposed	85
794	charges	85
795	court	85
796	claim	85
797	dollars	85
798	coming	85
799	responsible	85
800	loss	85
801	common	85
802	turn	85
803	industry	85
804	planning	85
805	framework	85
806	second	85
807	four	85
808	lebanon	85
809	actions	85
810	suspected	85
811	agree	85
812	journalists	85
813	flight	85
814	guantanamo	85
815	shows	85
816	kind	85
817	outcome	85
818	intimidation	85
819	zimbabweans	85
820	reporters	85
821	decisions	85
822	demand	85
823	found	85
824	recognize	85
825	talk	85
826	'll	85
827	shareholders	85
828	letter	84
829	ensure	82
830	cases	82
831	internal	82
832	present	82
833	behind	82
834	confidence	82
835	step	82
836	success	82
837	concluded	82
838	proposal	81
839	joint	80
840	per	80
841	conflict	80
842	related	80
843	total	80
844	address	80
845	anyone	80
846	families	80
847	jerusalem	80
848	ladin	80
849	discuss	80
850	establish	80
851	understanding	80
852	continued	80
853	opportunity	80
854	dialogue	80
855	threat	80
856	experts	80
857	using	80
858	changes	80
859	officers	80
860	hours	80
861	finally	80
862	nuclear	80
863	best	80
864	commissioner	80
865	citizens	80
866	night	80
867	germany	80
868	create	80
869	violations	80
870	willing	80
871	post	80
872	clearly	80
873	significant	80
874	speech	80
875	polling	80
876	troops	80
877	venezuelans	80
878	top	80
879	journal	80
880	autonomous	80
881	achieve	79
882	thus	77
883	armed	77
884	approval	77
885	june	77
886	period	77
887	god	77
888	cultural	76
889	interview	75
890	kong	75
891	xinjiang	75
892	claimed	75
893	remained	75
894	accord	75
895	representative	75
896	rules	75
897	asking	75
898	bill	75
899	above	75
900	start	75
901	charge	75
902	aimed	75
903	indonesia	75
904	participation	75
905	protect	75
906	killed	75
907	anything	75
908	terms	75
909	history	75
910	criticized	75
911	upon	75
912	late	75
913	vice	75
914	chen	75
915	form	75
916	actually	75
917	damage	75
918	reform	75
919	argentine	75
920	la	75
921	join	75
922	particular	75
923	parts	75
924	negotiations	75
925	laden	75
926	fully	75
927	representatives	75
928	treaty	75
929	considering	75
930	muslim	75
931	progress	75
932	mexico	75
933	reducing	75
934	urged	75
935	zhang	75
936	wish	75
937	ready	75
938	exchange	75
939	cardoso	75
940	voice	75
941	latin	75
942	relationship	75
943	needed	75
944	territory	75
945	reforms	75
946	peaceful	75
947	palestine	75
948	idea	75
949	price	75
950	parliament	75
951	laws	75
952	talking	75
953	leave	75
954	intelligence	75
955	story	75
956	x-ray	75
957	voters	75
958	acquisition	75
959	big	75
960	often	75
961	oh	75
962	request	72
963	protest	72
964	quoted	70
965	morgan	70
966	thing	70
967	alleged	70
968	assistance	70
969	levels	70
970	live	70
971	importance	70
972	sept.	70
973	spokeswoman	70
974	develop	70
975	done	70
976	almost	70
977	himself	70
978	costs	70
979	pointed	70
980	debt	70
981	welcomed	70
982	seems	70
983	core	70
984	growing	70
985	rise	70
986	raise	70
987	xinhua	70
988	earth	70
989	developed	70
990	initiative	70
991	expect	70
992	simply	70
993	aid	70
994	promote	70
995	documents	70
996	released	70
997	various	70
998	street	70
999	line	70
1000	adopted	70
1001	organizations	70
1002	greek	70
1003	launch	70
1004	institutions	70
1005	biggest	70
1006	addition	70
1007	board	70
1008	crude	70
1009	jordan	70
1010	pact	70
1011	atmosphere	70
1012	decide	70
1013	points	70
1014	standards	70
1015	won	70
1016	businesses	70
1017	shares	70
1018	approach	70
1019	seem	70
1020	looking	70
1021	editorial	70
1022	kill	70
1023	try	70
1024	ones	70
1025	computer	70
1026	mother	70
1027	stephanopoulos	70
1028	near	69
1029	referring	69
1030	sent	67
1031	violent	67
1032	objective	67
1033	tried	67
1034	manner	67
1035	production	67
1036	contribution	66
1037	probably	65
1038	remain	65
1039	makes	65
1040	avoid	65
1041	participants	65
1042	association	65
1043	attention	65
1044	realize	65
1045	occupied	65
1046	comment	65
1047	strongly	65
1048	caused	65
1049	greater	65
1050	promised	65
1051	nevertheless	65
1052	ruled	65
1053	chance	65
1054	becoming	65
1055	increasing	65
1056	critical	65
1057	forum	65
1058	small	65
1059	hopes	65
1060	dealing	65
1061	settlement	65
1062	ca	65
1063	questions	65
1064	00th	65
1065	rate	65
1066	india	65
1067	basis	65
1068	begin	65
1069	asean	65
1070	stated	65
1071	continues	65
1072	december	65
1073	maintain	65
1074	turkish	65
1075	treated	65
1076	front	65
1077	widespread	65
1078	executive	65
1079	target	65
1080	telling	65
1081	fear	65
1082	accepted	65
1083	approved	65
1084	arabia	65
1085	unity	65
1086	straw	65
1087	nature	65
1088	suspension	65
1089	controversial	65
1090	reach	65
1091	build	65
1092	paper	65
1093	saddam	65
1094	threats	65
1095	values	65
1096	ngos	65
1097	suhakam	65
1098	sell	65
1099	outside	65
1100	abuses	65
1101	staff	65
1102	wolfowitz	65
1103	transaction	65
1104	antar	65
1105	tehran	62
1106	stage	62
1107	show	62
1108	sustainable	62
1109	tax	61
1110	university	60
1111	asian	60
1112	century	60
1113	currently	60
1114	january	60
1115	whom	60
1116	communities	60
1117	steps	60
1118	urban	60
1119	cause	60
1120	involved	60
1121	advantage	60
1122	demanded	60
1123	notes	60
1124	spain	60
1125	signing	60
1126	ambassador	60
1127	read	60
1128	similar	60
1129	hands	60
1130	argued	60
1131	products	60
1132	short	60
1133	border	60
1134	afghan	60
1135	round	60
1136	alliance	60
1137	unit	60
1138	win	60
1139	reached	60
1140	longer	60
1141	emission	60
1142	subject	60
1143	leading	60
1144	technology	60
1145	0000s	60
1146	published	60
1147	stations	60
1148	continuing	60
1149	goals	60
1150	let	60
1151	embassy	60
1152	reporter	60
1153	imf	60
1154	enemies	60
1155	repeatedly	60
1156	statements	60
1157	involvement	60
1158	built	60
1159	canadian	60
1160	zionist	60
1161	hoped	60
1162	flawed	60
1163	record	60
1164	critics	60
1165	conduct	60
1166	began	60
1167	castro	60
1168	population	60
1169	brought	60
1170	officer	60
1171	strike	60
1172	principles	60
1173	agent	60
1174	bay	60
1175	answer	60
1176	doing	60
1177	acquire	60
1178	'd	60
1179	nasa	60
1180	management	60
1181	value	60
1182	chatterbox	60
1183	cents	60
1184	islands	60
1185	blamed	57
1186	irna	57
1187	forced	57
1188	streets	57
1189	khatami	56
1190	equipment	55
1191	perhaps	55
1192	hong	55
1193	concerning	55
1194	consensus	55
1195	launched	55
1196	incidents	55
1197	trial	55
1198	attorney	55
1199	tell	55
1200	presence	55
1201	carrying	55
1202	workers	55
1203	moved	55
1204	additional	55
1205	study	55
1206	status	55
1207	entire	55
1208	worst	55
1209	finance	55
1210	lives	55
1211	impossible	55
1212	pledged	55
1213	anti-terrorism	55
1214	operation	55
1215	soviet	55
1216	page	55
1217	receive	55
1218	parliamentary	55
1219	lower	55
1220	benefit	55
1221	research	55
1222	strategic	55
1223	include	55
1224	lies	55
1225	aim	55
1226	effective	55
1227	quite	55
1228	direct	55
1229	ways	55
1230	person	55
1231	attitude	55
1232	gift	55
1233	friends	55
1234	minority	55
1235	newspaper	55
1236	knew	55
1237	cost	55
1238	stake	55
1239	cuban	55
1240	holding	55
1241	australian	55
1242	word	55
1243	identified	55
1244	direction	55
1245	cooperate	55
1246	strategy	55
1247	beginning	55
1248	thinking	55
1249	systems	55
1250	re-election	55
1251	interim	55
1252	muslims	55
1253	sure	55
1254	colonial	55
1255	rigged	55
1256	conclusion	55
1257	bad	55
1258	assets	55
1259	banks	55
1260	weekend	55
1261	felt	55
1262	dr	55
1263	turned	55
1264	facing	55
1265	iraqi	55
1266	package	55
1267	closed	55
1268	paid	55
1269	friendly	55
1270	dismissed	55
1271	rice	55
1272	potential	55
1273	gitmo	55
1274	prison	55
1275	rally	55
1276	agents	55
1277	aids	55
1278	network	55
1279	car	55
1280	document	55
1281	gain	55
1282	guess	55
1283	dear	55
1284	jameson	55
1285	inc.	55
1286	corporate	55
1287	worried	55
1288	earnings	55
1289	malan	55
1290	explain	54
1291	iranian	54
1292	access	52
1293	difficult	52
1294	objectives	52
1295	enter	52
1296	elected	52
1297	became	52
1298	demonstrations	52
1299	admitted	50
1300	july	50
1301	unlikely	50
1302	determination	50
1303	dangerous	50
1304	determined	50
1305	allowed	50
1306	favor	50
1307	conducted	50
1308	carried	50
1309	confirmed	50
1310	guns	50
1311	recovery	50
1312	remove	50
1313	analyst	50
1314	image	50
1315	worldwide	50
1316	acts	50
1317	feeling	50
1318	france	50
1319	condemn	50
1320	television	50
1321	prepared	50
1322	balance	50
1323	happen	50
1324	contact	50
1325	warning	50
1326	entry	50
1327	impact	50
1328	largely	50
1329	investors	50
1330	construction	50
1331	humanitarian	50
1332	intends	50
1333	moreover	50
1334	spanish	50
1335	fernando	50
1336	cities	50
1337	successful	50
1338	crime	50
1339	wonder	50
1340	performance	50
1341	lost	50
1342	diplomats	50
1343	prompted	50
1344	project	50
1345	light	50
1346	implement	50
1347	exports	50
1348	attempt	50
1349	influence	50
1350	praised	50
1351	malaysia	50
1352	trading	50
1353	partners	50
1354	filed	50
1355	consequences	50
1356	arrested	50
1357	figures	50
1358	threatened	50
1359	senate	50
1360	forward	50
1361	men	50
1362	defend	50
1363	started	50
1364	tokyo	50
1365	korean	50
1366	adopt	50
1367	happened	50
1368	focus	50
1369	commitments	50
1370	field	50
1371	trip	50
1372	operating	50
1373	designed	50
1374	options	50
1375	seven	50
1376	session	50
1377	bonn	50
1378	summer	50
1379	latest	50
1380	obasanjo	50
1381	range	50
1382	amid	50
1383	nigeria	50
1384	practices	50
1385	tony	50
1386	votes	50
1387	principle	50
1388	personal	50
1389	stay	50
1390	waiting	50
1391	broad	50
1392	fees	50
1393	palace	50
1394	polls	50
1395	showed	50
1396	remains	50
1397	fun	50
1398	directors	50
1399	imagine	50
1400	fell	50
1401	amount	50
1402	profit	50
1403	&	50
1404	kids	50
1405	net	50
1406	corp.	50
1407	purchase	50
1408	unisys	50
1409	telephone	49
1410	behalf	47
1411	complete	47
1412	mandate	47
1413	woman	45
1414	strait	45
1415	tibet	45
1416	exercise	45
1417	deep	45
1418	overcome	45
1419	measure	45
1420	daily	45
1421	vast	45
1422	visiting	45
1423	break	45
1424	overseas	45
1425	please	45
1426	endorsed	45
1427	impose	45
1428	threatening	45
1429	protests	45
1430	sovereignty	45
1431	enjoy	45
1432	mainly	45
1433	girl	45
1434	charged	45
1435	death	45
1436	innocent	45
1437	doubt	45
1438	book	45
1439	remark	45
1440	october	45
1441	exchanges	45
1442	holy	45
1443	gulf	45
1444	struggle	45
1445	sought	45
1446	certainly	45
1447	private	45
1448	extent	45
1449	affect	45
1450	wait	45
1451	ground	45
1452	closely	45
1453	developments	45
1454	increasingly	45
1455	fighters	45
1456	jose	45
1457	fall	45
1458	wide	45
1459	meanwhile	45
1460	delegation	45
1461	immediate	45
1462	offering	45
1463	love	45
1464	osama	45
1465	initiatives	45
1466	poverty	45
1467	fundamental	45
1468	globalization	45
1469	ability	45
1470	numerous	45
1471	red	45
1472	carbon	45
1473	secure	45
1474	misuari	45
1475	abu	45
1476	institute	45
1477	alone	45
1478	binding	45
1479	regard	45
1480	met	45
1481	implementation	45
1482	turning	45
1483	safety	45
1484	cyprus	45
1485	greece	45
1486	ship	45
1487	takes	45
1488	imposed	45
1489	extremely	45
1490	effects	45
1491	wishes	45
1492	basic	45
1493	command	45
1494	nor	45
1495	knowledge	45
1496	reaction	45
1497	politicians	45
1498	calm	45
1499	resolve	45
1500	israelis	45
1501	everyone	45
1502	settlements	45
1503	territories	45
1504	voiced	45
1505	teams	45
1506	shown	45
1507	pleased	45
1508	indeed	45
1509	protecting	45
1510	gdp	45
1511	key	45
1512	jack	45
1513	helping	45
1514	supporting	45
1515	mind	45
1516	plotting	45
1517	london	45
1518	openly	45
1519	recommendations	45
1520	colin	45
1521	black	45
1522	religion	45
1523	internet	45
1524	maintained	45
1525	mostly	45
1526	self	45
1527	commander	45
1528	cells	45
1529	fraud	45
1530	donald	45
1531	invited	45
1532	flights	45
1533	hurt	45
1534	hour	45
1535	challenge	45
1536	grant	45
1537	inside	45
1538	giving	45
1539	campers	45
1540	water	45
1541	tobin	45
1542	living	45
1543	millions	45
1544	supply	45
1545	sino	45
1546	pretty	45
1547	recalled	45
1548	movie	45
1549	maker	45
1550	producers	45
1551	duhalde	45
1552	shuttleworth	45
1553	kellogg	45
1554	advanced	42
1555	conversation	42
1556	hospital	40
1557	seriously	40
1558	cna	40
1559	wu	40
1560	heavily	40
1561	express	40
1562	delegates	40
1563	list	40
1564	province	40
1565	provided	40
1566	zealand	40
1567	pacific	40
1568	speaking	40
1569	mistake	40
1570	suspend	40
1571	fire	40
1572	path	40
1573	condition	40
1574	boat	40
1575	bound	40
1576	regulations	40
1577	eliminate	40
1578	extra	40
1579	mark	40
1580	conferences	40
1581	regarded	40
1582	written	40
1583	remarked	40
1584	encourage	40
1585	note	40
1586	estimate	40
1587	panel	40
1588	opened	40
1589	risks	40
1590	monitoring	40
1591	christian	40
1592	rua	40
1593	interfax	40
1594	blow	40
1595	release	40
1596	associated	40
1597	lack	40
1598	assembly	40
1599	sides	40
1600	scientists	40
1601	faced	40
1602	radio	40
1603	shanghai	40
1604	lebanese	40
1605	criminal	40
1606	tomorrow	40
1607	judge	40
1608	amnesty	40
1609	neighbor	40
1610	product	40
1611	era	40
1612	detained	40
1613	concrete	40
1614	friend	40
1615	violation	40
1616	robinson	40
1617	denounced	40
1618	bilateral	40
1619	projects	40
1620	turkey	40
1621	constitution	40
1622	declined	40
1623	details	40
1624	choices	40
1625	presidency	40
1626	secret	40
1627	comes	40
1628	confident	40
1629	natural	40
1630	saw	40
1631	soldiers	40
1632	seeing	40
1633	reflect	40
1634	scheduled	40
1635	departure	40
1636	wo	40
1637	table	40
1638	sharing	40
1639	building	40
1640	dishes	40
1641	moment	40
1642	proposals	40
1643	crimes	40
1644	active	40
1645	cabinet	40
1646	worth	40
1647	credible	40
1648	agenda	40
1649	whatever	40
1650	piece	40
1651	defeated	40
1652	specifically	40
1653	meant	40
1654	someone	40
1655	generals	40
1656	carmona	40
1657	maybe	40
1658	child	40
1659	benefits	40
1660	hit	40
1661	higher	40
1662	constitutional	40
1663	wrong	40
1664	else	40
1665	produced	40
1666	sometimes	40
1667	interested	40
1668	example	40
1669	battle	40
1670	massive	40
1671	diet	40
1672	voluntary	40
1673	draft	40
1674	namibia	40
1675	craner	40
1676	programs	40
1677	leaving	40
1678	keeping	40
1679	priority	40
1680	largest	40
1681	demands	40
1682	pedro	40
1683	morning	40
1684	behavior	40
1685	achieved	40
1686	industrial	40
1687	quota	40
1688	door	40
1689	competition	40
1690	intervention	40
1691	individual	40
1692	site	40
1693	throughout	40
1694	training	40
1695	marion	40
1696	clarke	40
1697	phase	40
1698	temple	40
1699	teacher	40
1700	co.	40
1701	cash	40
1702	#	40
1703	roy	40
1704	sansui	40
1705	kao	40
1706	expand	40
1707	prescott	40
1708	evening	38
1709	boost	37
1710	secretariat	37
1711	desire	37
1712	produce	37
1713	petroleum	37
1714	exporting	37
1715	moves	37
1716	adoption	37
1717	guaranteed	37
1718	urge	37
1719	congratulated	37
1720	norms	37
1721	caracas	37
1722	negative	35
1723	technical	35
1724	totally	35
1725	lose	35
1726	bringing	35
1727	flow	35
1728	professor	35
1729	biased	35
1730	august	35
1731	backed	35
1732	test	35
1733	raised	35
1734	roc	35
1735	push	35
1736	education	35
1737	unemployment	35
1738	inflation	35
1739	allegedly	35
1740	supreme	35
1741	speak	35
1742	indicated	35
1743	labor	35
1744	sector	35
1745	model	35
1746	nobody	35
1747	otherwise	35
1748	enormous	35
1749	activists	35
1750	spread	35
1751	libya	35
1752	places	35
1753	offered	35
1754	arrest	35
1755	learned	35
1756	differences	35
1757	wire	35
1758	affirmed	35
1759	anti-terrorist	35
1760	namely	35
1761	recognition	35
1762	enemy	35
1763	steve	35
1764	markets	35
1765	material	35
1766	predicted	35
1767	subsequent	35
1768	supports	35
1769	absolute	35
1770	tremendous	35
1771	suggested	35
1772	sound	35
1773	tension	35
1774	participate	35
1775	northern	35
1776	respected	35
1777	visits	35
1778	perception	35
1779	german	35
1780	debate	35
1781	crucial	35
1782	emphasized	35
1783	briefing	35
1784	types	35
1785	expansion	35
1786	unless	35
1787	combat	35
1788	industries	35
1789	industrialized	35
1790	dioxide	35
1791	structure	35
1792	increased	35
1793	apparently	35
1794	violated	35
1795	governor	35
1796	michael	35
1797	deemed	35
1798	wake	35
1799	responsibility	35
1800	arrived	35
1801	arrival	35
1802	reasons	35
1803	tendency	35
1804	afraid	35
1805	missile	35
1806	crew	35
1807	stance	35
1808	ban	35
1809	refuses	35
1810	weapon	35
1811	honor	35
1812	losses	35
1813	torture	35
1814	detention	35
1815	women	35
1816	scientific	35
1817	occurred	35
1818	owned	35
1819	denktas	35
1820	half	35
1821	partner	35
1822	brazilian	35
1823	relation	35
1824	solution	35
1825	preferred	35
1826	naval	35
1827	anger	35
1828	yen	35
1829	empire	35
1830	easily	35
1831	aggressive	35
1832	usually	35
1833	surprise	35
1834	purposes	35
1835	channels	35
1836	apply	35
1837	wall	35
1838	demanding	35
1839	anybody	35
